,img_id,recall_10,recall_100,recall_250,recall_500,recall,map_10,map_100,map_250,map_500,map
828,MNx0Vn70psRk-xKQ,0.777777777778,1.0,1.0,1.0,1.0,0.808928571429,0.258506571544,0.136281346962,0.0805993407311,0.0465334972406
829,yYFDlUXQVyXIJi5Z,0.0,0.4,0.8,0.8,1.0,0.0,0.0147799401848,0.0155951695342,0.0133347702116,0.0100555870958
830,b-3sNr0LMc_3YksB,0.0,0.0,0.0909090909091,0.0909090909091,0.363636363636,0.0,0.0,0.00101210528027,0.00189034900125,0.002438051476
831,tN9jwZI71faikXNs,0.142857142857,0.285714285714,0.714285714286,1.0,1.0,0.142896825397,0.0421155128899,0.026982364415,0.0211400510451,0.0154185575365
832,4ejQP5inSSWr2qNp,0.093023255814,0.279069767442,0.395348837209,0.46511627907,0.627906976744,0.520634920635,0.220019507316,0.137592623523,0.0941978927365,0.0629152993916
833,VrG-rnmPrf1Bb3V0,0.3,0.8,0.9,0.9,0.9,0.545357142857,0.171980420131,0.0991129204372,0.0620151274687,0.0372413906094
834,-qIw0-8p3LPVt0nM,0.219512195122,0.707317073171,0.878048780488,0.926829268293,0.926829268293,0.915436507937,0.529014896847,0.3313526838,0.217209913714,0.134925559218
835,20unuIyMbFwW1Jfb,0.333333333333,0.444444444444,0.555555555556,0.555555555556,0.666666666667,0.361904761905,0.124015191726,0.0665891887461,0.0402160761786,0.0241365289956
836,-dp39Cdz3XJstMoS,0.27027027027,0.891891891892,0.945945945946,0.945945945946,0.972972972973,1.0,0.645776450075,0.384376719194,0.240638732236,0.14477510064
837,Bs9RRGQyCD7vz1oW,0.142857142857,0.142857142857,0.714285714286,1.0,1.0,0.192896825397,0.0418737751764,0.029718633043,0.0236754259968,0.0166862450123
838,_7WD8t0NxLrBKgJG,0.1,0.2,0.6,0.7,0.7,0.0845634920635,0.037159913082,0.0284331108533,0.0236661909781,0.016681627503
839,bmJbkDiXUu3rqaQt,0.75,1.0,1.0,1.0,1.0,0.843928571429,0.246274507012,0.127735330222,0.0749420360001,0.0430121974445
840,3xy9q6554yPdtQzu,0.125,0.675,0.8,0.9,0.925,0.548531746032,0.369296452655,0.256094645015,0.174966512538,0.112575132815
841,tgOa1B9hNQldYfWu,0.0,0.3,0.3,0.4,0.7,0.0,0.0182927920406,0.0182766895978,0.0134796575774,0.0104103266073
842,iFtWsLbM57PmVTEW,0.1,0.3,0.3,0.5,0.6,0.0845634920635,0.0459732238642,0.0293488623272,0.0200820367668,0.013813320659
843,j3BIVIKmfYhMcQyz,0.4,0.8,0.9,1.0,1.0,0.662301587302,0.210025483834,0.116196282133,0.0715052243113,0.0426790864612
844,9nQ5PaNmGYCp_rH-,0.142857142857,0.571428571429,0.857142857143,1.0,1.0,0.292896825397,0.0821605092299,0.0491302866826,0.0339113076466,0.0218041858372
845,GPv6NJxT1kjvfYRM,0.333333333333,0.833333333333,0.833333333333,1.0,1.0,0.164007936508,0.0988008740188,0.0577863042434,0.037030571107,0.0226711701369
846,RtZPupYWqYR7nNSm,0.307692307692,0.538461538462,0.615384615385,0.615384615385,0.769230769231,0.738253968254,0.197726626274,0.107829601053,0.0649891714153,0.0385132836462
847,9X56U4qN21E-qt6s,0.1,0.8,0.8,0.9,1.0,0.192896825397,0.127489546323,0.0802213459464,0.0516916725006,0.0322841168363
848,Ef3MIYxwPNbmc3mA,0.555555555556,0.666666666667,0.666666666667,0.777777777778,0.777777777778,0.593968253968,0.180691077551,0.0941955765833,0.0556229642113,0.0326600141196
849,9rq3rByYwnJUQTGG,0.142857142857,0.142857142857,0.142857142857,0.142857142857,0.142857142857,0.142896825397,0.0368737751764,0.0184027009977,0.01058564686,0.00598547086055
850,_5RRvrLVDJS0y9Wv,0.166666666667,0.333333333333,0.5,0.666666666667,0.833333333333,0.142896825397,0.041784911797,0.0246596339242,0.0170950395387,0.0120047808107
851,eb3sxdjI73GQrRW5,0.142857142857,0.285714285714,0.285714285714,0.428571428571,0.571428571429,0.109563492063,0.039659913082,0.0231703470872,0.0153021822607,0.0101473240004
852,vYKsfcN-5Mv4nyoV,0.583333333333,0.916666666667,1.0,1.0,1.0,0.884325396825,0.313327949326,0.16882640617,0.101024759419,0.058824148876
853,qPLMghBSUDDUcRll,0.0,1.0,1.0,1.0,1.0,0.0,0.0861777607738,0.0710030135812,0.0493444704018,0.0315987095065
854,-xC8K7buk4MISLuL,0.159090909091,0.636363636364,0.818181818182,0.840909090909,0.954545454545,0.846825396825,0.456067519914,0.295762390956,0.198924475651,0.126961876893
855,5KM4FI_KLnKn-TNz,0.666666666667,1.0,1.0,1.0,1.0,0.11246031746,0.0605437218534,0.0351770615229,0.0217414198448,0.0129486522141
856,5cWxdnhbq5NaZmXG,0.6,0.8,1.0,1.0,1.0,0.595357142857,0.14421068659,0.0730311166841,0.0434370401476,0.0251817572266
857,N8nc3hrG03DwktLA,0.428571428571,0.428571428571,0.428571428571,0.714285714286,0.857142857143,0.62869047619,0.130621325529,0.0632081029932,0.0370689793488,0.022120959456
858,43YHETgWn13r2wLo,0.222222222222,0.638888888889,0.722222222222,0.805555555556,0.833333333333,0.930992063492,0.507782144084,0.291863753323,0.184247523743,0.112490089947
859,SvsLnahepwmkCsU4,0.285714285714,0.571428571429,0.714285714286,0.857142857143,0.857142857143,0.240793650794,0.0834334215356,0.0508149951095,0.0334870463815,0.0208994077741
